case_id,category,phase,function,params,fm1,f0,f1,f2,truth
P0174,smooth_edge,2,logistic,"{""center"":1.15,""sharp"":5.0}",2.144494842091395e-05,0.0031726828424851893,0.3208213008246071,0.9859363729567544,0.0819105771553252
P0175,smooth_edge,2,logistic,"{""center"":1.15,""sharp"":12.0}",6.240255430523483e-12,1.0156304394962548e-06,0.14185106490048793,0.9999628310628971,0.003018416324708427
P0176,smooth_edge,2,logistic,"{""center"":1.15,""sharp"":28.0}",7.169224651078006e-27,1.0368541797114045e-14,0.014774031693273095,0.9999999999538904,1.326011943142785e-06
P0177,hard_step,1,step,"{""center"":-0.25}",0.0,1.0,1.0,1.0,1.0
P0178,hard_step,1,step,"{""center"":0.0}",0.0,1.0,1.0,1.0,1.0
P0179,hard_step,1,step,"{""center"":0.2}",0.0,0.0,1.0,1.0,1.0
P0180,hard_step,1,step,"{""center"":0.3333333333333333}",0.0,0.0,1.0,1.0,1.0
P0181,hard_step,1,step,"{""center"":0.5}",0.0,0.0,1.0,1.0,0.0
P0182,hard_step,1,step,"{""center"":0.6666666666666666}",0.0,0.0,1.0,1.0,0.0
P0183,hard_step,1,step,"{""center"":0.8}",0.0,0.0,1.0,1.0,0.0
P0184,hard_step,1,step,"{""center"":1.0}",0.0,0.0,1.0,1.0,0.0
P0185,hard_step,1,step,"{""center"":1.25}",0.0,0.0,0.0,1.0,0.0
P0186,hard_step,2,step,"{""center"":-0.25}",0.0,1.0,1.0,1.0,1.0
P0187,hard_step,2,step,"{""center"":0.0}",0.0,1.0,1.0,1.0,1.0
P0188,hard_step,2,step,"{""center"":0.2}",0.0,0.0,1.0,1.0,1.0
P0189,hard_step,2,step,"{""center"":0.3333333333333333}",0.0,0.0,1.0,1.0,1.0
P0190,hard_step,2,step,"{""center"":0.5}",0.0,0.0,1.0,1.0,1.0
P0191,hard_step,2,step,"{""center"":0.6666666666666666}",0.0,0.0,1.0,1.0,1.0
P0192,hard_step,2,step,"{""center"":0.8}",0.0,0.0,1.0,1.0,0.0
P0193,hard_step,2,step,"{""center"":1.0}",0.0,0.0,1.0,1.0,0.0
P0194,hard_step,2,step,"{""center"":1.25}",0.0,0.0,0.0,1.0,0.0
P0195,kink,1,piecewise_linear,"{""center"":-0.2,""left"":0.12,""right"":0.85}",-0.096,0.17,1.02,1.87,0.4533333333333333
P0196,kink,1,piecewise_linear,"{""center"":-0.2,""left"":0.65,""right"":-0.25}",-0.52,-0.05,-0.3,-0.55,-0.13333333333333333
P0197,kink,1,piecewise_linear,"{""center"":-0.2,""left"":-0.45,""right"":0.55}",0.36000000000000004,0.11000000000000001,0.66,1.2100000000000002,0.29333333333333333
P0198,kink,1,piecewise_linear,"{""center"":0.15,""left"":0.12,""right"":0.85}",-0.13799999999999998,-0.018,0.7224999999999999,1.5725,0.15583333333333332
P0199,kink,1,piecewise_linear,"{""center"":0.15,""left"":0.65,""right"":-0.25}",-0.7474999999999999,-0.0975,-0.2125,-0.4625,-0.04583333333333333
P0200,kink,1,piecewise_linear,"{""center"":0.15,""left"":-0.45,""right"":0.55}",0.5175,0.0675,0.4675,1.0175,0.10083333333333333
P0201,kink,1,piecewise_linear,"{""center"":0.45,""left"":0.12,""right"":0.85}",-0.174,-0.054,0.4675,1.3175,-0.014000000000000004
P0202,kink,1,piecewise_linear,"{""center"":0.45,""left"":0.65,""right"":-0.25}",-0.9425,-0.29250000000000004,-0.1375,-0.3875,-0.07583333333333335
P0203,kink,1,piecewise_linear,"{""center"":0.45,""left"":-0.45,""right"":0.55}",0.6525,0.2025,0.30250000000000005,0.8525000000000001,0.05250000000000001
P0204,kink,1,piecewise_linear,"{""center"":0.75,""left"":0.12,""right"":0.85}",-0.21,-0.09,0.2125,1.0625,-0.05
P0205,kink,1,piecewise_linear,"{""center"":0.75,""left"":0.65,""right"":-0.25}",-1.1375,-0.48750000000000004,-0.0625,-0.3125,-0.27083333333333337
P0206,kink,1,piecewise_linear,"{""center"":0.75,""left"":-0.45,""right"":0.55}",0.7875,0.3375,0.1375,0.6875,0.1875
P0207,kink,1,piecewise_linear,"{""center"":1.1,""left"":0.12,""right"":0.85}",-0.252,-0.132,-0.01200000000000001,0.7649999999999999,-0.09200000000000001
P0208,kink,1,piecewise_linear,"{""center"":1.1,""left"":0.65,""right"":-0.25}",-1.3650000000000002,-0.7150000000000001,-0.06500000000000006,-0.22499999999999998,-0.49833333333333346
P0209,kink,1,piecewise_linear,"{""center"":1.1,""left"":-0.45,""right"":0.55}",0.9450000000000001,0.49500000000000005,0.04500000000000004,0.495,0.3450000000000001
P0210,kink,2,piecewise_linear,"{""center"":-0.2,""left"":0.12,""right"":0.85}",-0.096,0.17,1.02,1.87,0.7366666666666667
P0211,kink,2,piecewise_linear,"{""center"":-0.2,""left"":0.65,""right"":-0.25}",-0.52,-0.05,-0.3,-0.55,-0.21666666666666667
P0212,kink,2,piecewise_linear,"{""center"":-0.2,""left"":-0.45,""right"":0.55}",0.36000000000000004,0.11000000000000001,0.66,1.2100000000000002,0.47666666666666674
P0213,kink,2,piecewise_linear,"{""center"":0.15,""left"":0.12,""right"":0.85}",-0.13799999999999998,-0.018,0.7224999999999999,1.5725,0.4391666666666666
P0214,kink,2,piecewise_linear,"{""center"":0.15,""left"":0.65,""right"":-0.25}",-0.7474999999999999,-0.0975,-0.2125,-0.4625,-0.12916666666666665
P0215,kink,2,piecewise_linear,"{""center"":0.15,""left"":-0.45,""right"":0.55}",0.5175,0.0675,0.4675,1.0175,0.2841666666666667
P0216,kink,2,piecewise_linear,"{""center"":0.45,""left"":0.12,""right"":0.85}",-0.174,-0.054,0.4675,1.3175,0.18416666666666662
P0217,kink,2,piecewise_linear,"{""center"":0.45,""left"":0.65,""right"":-0.25}",-0.9425,-0.29250000000000004,-0.1375,-0.3875,-0.054166666666666655
P0218,kink,2,piecewise_linear,"{""center"":0.45,""left"":-0.45,""right"":0.55}",0.6525,0.2025,0.30250000000000005,0.8525000000000001,0.11916666666666664
P0219,kink,2,piecewise_linear,"{""center"":0.75,""left"":0.12,""right"":0.85}",-0.21,-0.09,0.2125,1.0625,-0.010000000000000004
P0220,kink,2,piecewise_linear,"{""center"":0.75,""left"":0.65,""right"":-0.25}",-1.1375,-0.48750000000000004,-0.0625,-0.3125,-0.05416666666666669
P0221,kink,2,piecewise_linear,"{""center"":0.75,""left"":-0.45,""right"":0.55}",0.7875,0.3375,0.1375,0.6875,0.03750000000000002
P0222,kink,2,piecewise_linear,"{""center"":1.1,""left"":0.12,""right"":0.85}",-0.252,-0.132,-0.01200000000000001,0.7649999999999999,-0.05200000000000001
P0223,kink,2,piecewise_linear,"{""center"":1.1,""left"":0.65,""right"":-0.25}",-1.3650000000000002,-0.7150000000000001,-0.06500000000000006,-0.22499999999999998,-0.28166666666666673
P0224,kink,2,piecewise_linear,"{""center"":1.1,""left"":-0.45,""right"":0.55}",0.9450000000000001,0.49500000000000005,0.04500000000000004,0.495,0.19500000000000006
P0225,thin_feature,1,gaussian,"{""center"":-0.1,""sigma"":0.1}",2.576757109154981e-18,0.6065306597126334,5.311092249679095e-27,1.73008220968259e-96,8.364834722972767e-05
P0226,thin_feature,1,gaussian,"{""center"":-0.1,""sigma"":0.18}",3.726653172078671e-06,0.8569968914352789,7.771213507633571e-09,2.778739018317031e-30,0.0551441169483479
P0227,thin_feature,1,gaussian,"{""center"":-0.1,""sigma"":0.3}",0.011108996538242306,0.9459594689067654,0.0012038599948282019,2.2897348456455365e-11,0.3523219549954969
P0228,thin_feature,1,gaussian,"{""center"":0.2,""sigma"":0.1}",5.380186160021215e-32,0.1353352832366127,1.2664165549094176e-14,4.408531331463226e-71,0.4111122905071876
P0229,thin_feature,1,gaussian,"{""center"":0.2,""sigma"":0.18}",2.2336314362031582e-10,0.5394075072376265,5.1365531189759374e-05,1.9287498479639178e-22,0.7600672046071238
P0230,thin_feature,1,gaussian,"{""center"":0.2,""sigma"":0.3}",0.00033546262790251185,0.8007374029168081,0.028565500784550352,1.522997974471263e-08,0.9059551911095096
P0231,thin_feature,1,gaussian,"{""center"":0.5,""sigma"":0.1}",1.3863432936411706e-49,3.726653172078671e-06,3.726653172078671e-06,1.3863432936411706e-49,0.24935220877729616
P0232,thin_feature,1,gaussian,"{""center"":0.5,""sigma"":0.18}",8.323969676981107e-16,0.02110965645367106,0.02110965645367106,8.323969676981107e-16,0.651375231630207
P0233,thin_feature,1,gaussian,"{""center"":0.5,""sigma"":0.3}",3.726653172078671e-06,0.24935220877729616,0.24935220877729616,3.726653172078671e-06,0.8569968914352788
P0234,thin_feature,1,gaussian,"{""center"":0.8,""sigma"":0.1}",4.408531331463226e-71,1.2664165549094176e-14,0.1353352832366128,5.380186160021215e-32,1.8664469113520537e-05
P0235,thin_feature,1,gaussian,"{""center"":0.8,""sigma"":0.18}",1.9287498479639178e-22,5.1365531189759374e-05,0.5394075072376268,2.2336314362031582e-10,0.0347085864128538
P0236,thin_feature,1,gaussian,"{""center"":0.8,""sigma"":0.3}",1.522997974471263e-08,0.028565500784550352,0.8007374029168082,0.00033546262790251185,0.29823409618142144
P0237,thin_feature,1,gaussian,"{""center"":1.1,""sigma"":0.1}",1.73008220968259e-96,5.311092249679095e-27,0.6065306597126329,2.5767571091550176e-18,1.7241209390354996e-13
P0238,thin_feature,1,gaussian,"{""center"":1.1,""sigma"":0.18}",2.778739018317031e-30,7.771213507633571e-09,0.8569968914352787,3.726653172078671e-06,0.00011499237699560167
P0239,thin_feature,1,gaussian,"{""center"":1.1,""sigma"":0.3}",2.2897348456455365e-11,0.0012038599948282019,0.9459594689067654,0.011108996538242306,0.03818043380053571
P0240,thin_feature,2,gaussian,"{""center"":-0.1,""sigma"":0.1}",2.576757109154981e-18,0.6065306597126334,5.311092249679095e-27,1.73008220968259e-96,1.724120939035518e-13
P0241,thin_feature,2,gaussian,"{""center"":-0.1,""sigma"":0.18}",3.726653172078671e-06,0.8569968914352789,7.771213507633571e-09,2.778739018317031e-30,0.00011499237699560208
P0242,thin_feature,2,gaussian,"{""center"":-0.1,""sigma"":0.3}",0.011108996538242306,0.9459594689067654,0.0012038599948282019,2.2897348456455365e-11,0.03818043380053579
P0243,thin_feature,2,gaussian,"{""center"":0.2,""sigma"":0.1}",5.380186160021215e-32,0.1353352832366127,1.2664165549094176e-14,4.408531331463226e-71,1.8664469113520635e-05
P0244,thin_feature,2,gaussian,"{""center"":0.2,""sigma"":0.18}",2.2336314362031582e-10,0.5394075072376265,5.1365531189759374e-05,1.9287498479639178e-22,0.03470858641285385
P0245,thin_feature,2,gaussian,"{""center"":0.2,""sigma"":0.3}",0.00033546262790251185,0.8007374029168081,0.028565500784550352,1.522997974471263e-08,0.29823409618142166
P0246,thin_feature,2,gaussian,"{""center"":0.5,""sigma"":0.1}",1.3863432936411706e-49,3.726653172078671e-06,3.726653172078671e-06,1.3863432936411706e-49,0.24935220877729639
P0247,thin_feature,2,gaussian,"{""center"":0.5,""sigma"":0.18}",8.323969676981107e-16,0.02110965645367106,0.02110965645367106,8.323969676981107e-16,0.6513752316302073
P0248,thin_feature,2,gaussian,"{""center"":0.5,""sigma"":0.3}",3.726653172078671e-06,0.24935220877729616,0.24935220877729616,3.726653172078671e-06,0.8569968914352789
P0249,thin_feature,2,gaussian,"{""center"":0.8,""sigma"":0.1}",4.408531331463226e-71,1.2664165549094176e-14,0.1353352832366128,5.380186160021215e-32,0.411112290507187
P0250,thin_feature,2,gaussian,"{""center"":0.8,""sigma"":0.18}",1.9287498479639178e-22,5.1365531189759374e-05,0.5394075072376268,2.2336314362031582e-10,0.7600672046071234
P0251,thin_feature,2,gaussian,"{""center"":0.8,""sigma"":0.3}",1.522997974471263e-08,0.028565500784550352,0.8007374029168082,0.00033546262790251185,0.9059551911095095
P0252,thin_feature,2,gaussian,"{""center"":1.1,""sigma"":0.1}",1.73008220968259e-96,5.311092249679095e-27,0.6065306597126329,2.5767571091550176e-18,8.364834722972738e-05
P0253,thin_feature,2,gaussian,"{""center"":1.1,""sigma"":0.18}",2.778739018317031e-30,7.771213507633571e-09,0.8569968914352787,3.726653172078671e-06,0.055144116948347775
P0254,thin_feature,2,gaussian,"{""center"":1.1,""sigma"":0.3}",2.2897348456455365e-11,0.0012038599948282019,0.9459594689067654,0.011108996538242306,0.35232195499549673
P0255,mixed_frequency,1,sum_sines,"{""amps"":[0.008910198041231776,0.009857960994610282,-0.0018337900085419467],""freqs"":[0.07178706237014593,0.4583956087155762,0.2691583242658882],""phis"":[0.7677272740526377,-1.6279513152234988,1.497299527471747]}",0.5127810586513442,0.49451744554136434,0.5178117211637151,0.5024287683655578,0.49935542472536626
P0256,mixed_frequency,1,sum_sines,"{""amps"":[0.0495524150898391,0.21192306165380276,-0.13197625463594326],""freqs"":[0.29959226546209994,0.24439615109404877,0.3399102006409094],""phis"":[0.27698528421163493,-2.3555366480964244,-2.699357007789097]}",0.46387514521410256,0.42008038200778786,0.45678498509215804,0.46824475805261767,0.45555610868671437
P0257,mixed_frequency,1,sum_sines,"{""amps"":[-0.14209732848202633,0.21967405968968884,-0.15756439618781365],""freqs"":[0.384253437872265,0.31818087696860103,0.11567098122491083],""phis"":[-0.48155176230685814,-2.69257377232966,0.4648882036590112]}",0.7949862314866298,0.3998168402171507,0.08033250677886583,0.6965911850229511,0.155213372665013
P0258,mixed_frequency,1,sum_sines,"{""amps"":[-0.21658286190395504,-0.04584114750630769,-0.1256416331363157],""freqs"":[0.053211613725045084,0.35620995268105027,0.4374890828264177],""phis"":[-1.4323051294816562,0.2596366794005154,2.831406983211666]}",0.7441623160375358,0.6643901181844625,0.7465276161294355,0.5838777989264788,0.7427118258953607
P0259,mixed_frequency,1,sum_sines,"{""amps"":[-0.2430433373765477,-0.214913475173668,0.005580834551559943],""freqs"":[0.46035163293285736,0.10457074929155359,0.3002704642055582],""phis"":[-0.23159885116951262,-2.037552042530886,-2.611562522409372]}",0.6026106351505004,0.744890062157305,0.5949471698642217,0.8094403600622866,0.5406964779017696
P0260,mixed_frequency,1,sum_sines,"{""amps"":[-0.2397089602431895,-0.19778309694083446,-0.1721881458890402],""freqs"":[0.3467700141420674,0.36722957999536493,0.0530258125989428],""phis"":[-0.7789802747582613,-1.0820978774690793,1.0292259278129308]}",0.38487744967241955,0.6954919841180164,-0.09077100308720909,0.5060028506088671,0.4170475535071272
P0261,mixed_frequency,1,sum_sines,"{""amps"":[-0.17028410522520487,0.20276569702399533,0.05518278426615042],""freqs"":[0.29190855127258125,0.4568955164879692,0.4766531166444735],""phis"":[-2.2120659712027813,-1.931032319000002,2.6570471488724037]}",0.5497924630926336,0.47240850951969154,0.6939841932623927,0.24382242608238008,0.47535988945488694
P0262,mixed_frequency,1,sum_sines,"{""amps"":[0.07926075088999524,0.21250221540468922,0.00909228063777201],""freqs"":[0.4434471935978392,0.34697208946806624,0.35354470517426645],""phis"":[-0.8493364400835937,1.607141744918244,0.546605347265054]}",0.4133388031590815,0.6575756280102769,0.4494613075965141,0.34598699147670897,0.6686000035176052
P0263,mixed_frequency,1,sum_sines,"{""amps"":[-0.03447574377719903,-0.20750869158486857,-0.15615628471706228],""freqs"":[0.3200900431079974,0.42324488567769175,0.17083656809804676],""phis"":[-2.760569924449717,1.2158984266511856,2.3137242349048925]}",0.5237061080165142,0.20323561652241345,0.7003832912777025,0.5667734288595001,0.28032091330418796
P0264,mixed_frequency,1,sum_sines,"{""amps"":[-0.09353375791475538,-0.1071903781832958,-0.07456386472062704],""freqs"":[0.44051094898799215,0.2662911977208885,0.47981045014610746],""phis"":[0.0743849592100112,3.1023470764000143,2.1394625266113065]}",0.4916561103039857,0.42601423836648167,0.6467939700273669,0.46976313109881557,0.4747727588702795
P0265,mixed_frequency,1,sum_sines,"{""amps"":[-0.15901334253204602,0.05840148059728917,0.21992882401676012],""freqs"":[0.43056622889256185,0.2806320680014035,0.20072950696693231],""phis"":[-0.3976439058105572,1.2900009375774752,-0.47260639326480103]}",0.2625082821453779,0.5175781954191572,0.543404770163282,0.7889701970717469,0.4673856494865241
P0266,mixed_frequency,1,sum_sines,"{""amps"":[0.19755720489342998,-0.24323879772658052,-0.09742163297799583],""freqs"":[0.43584106272658696,0.2640162901368107,0.21042935203553326],""phis"":[1.7310446069211958,0.8755931307948703,-1.4032696214365297]}",0.5439852225114906,0.6042949867992462,0.17736140337784811,0.7767757215042373,0.4334862851454516
P0267,mixed_frequency,1,sum_sines,"{""amps"":[0.22351647728685725,0.24574245595520927,-0.1198703590017936],""freqs"":[0.12306628519051171,0.11966735430104634,0.30128196167611715],""phis"":[0.29107025202187486,0.5642120242099078,1.1148260652667625]}",0.43464997599042254,0.5879313295322262,0.9172852837805039,1.0493463925819797,0.6773719504742064
P0268,mixed_frequency,1,sum_sines,"{""amps"":[0.13667996516352043,-0.06255048005418407,0.14858996648592077],""freqs"":[0.42973377131985074,0.21815791665923417,0.4527620247609234],""phis"":[1.8352691306649573,2.923176230934585,3.067360763791889]}",0.36624858277471406,0.6293939657731494,0.36873269006794984,0.7396495790777952,0.4548365472979632
P0269,mixed_frequency,1,sum_sines,"{""amps"":[-0.06325889961811948,-0.11381201579194172,0.1095686330268163],""freqs"":[0.10085253262512096,0.11693656434198378,0.22901079517859213],""phis"":[-0.940290624042134,-2.3724726348270453,2.0840021697558964]}",0.6330512660343592,0.7257061557741181,0.5918745518235964,0.4628642490353131,0.6986226099788257
P0270,mixed_frequency,1,sum_sines,"{""amps"":[0.12011057394365293,-0.15332545449675505,0.0743740663537028],""freqs"":[0.362373913359919,0.10109190742933727,0.47867183237835076],""phis"":[-1.9361552684523256,1.6389923175080972,2.1697007231503855]}",0.420832333533944,0.29627773589646766,0.3567190408131554,0.5951496623746845,0.23943781507349454
P0271,mixed_frequency,1,sum_sines,"{""amps"":[-0.15292554209786302,-0.10421375623125145,-0.12662342422265277],""freqs"":[0.12541026111765446,0.0678524312588579,0.4707430944430514],""phis"":[-1.6612080344714193,1.4858099945968606,1.4697611100328576]}",0.6329313426177348,0.42248562773411863,0.6405228520921595,0.3250686928032124,0.4664184217464979
P0272,mixed_frequency,1,sum_sines,"{""amps"":[-0.09260972659572497,0.13435591185429868,-0.04174473300762238],""freqs"":[0.2984176005011917,0.09769969827676675,0.09197143147866355],""phis"":[-1.9041376885085899,-2.0283297356271675,-2.665825613785672]}",0.3762778226673529,0.4860951930721686,0.40626512351237676,0.35610309496798115,0.4844869960552387
P0273,mixed_frequency,1,sum_sines,"{""amps"":[-0.20341063080771055,-0.21343154864820135,-0.12885923839120939],""freqs"":[0.2672211156663308,0.3208056560356419,0.3502750837449008],""phis"":[-2.013603606174015,-2.954576867328271,1.5582659704157926]}",0.2643503637425215,0.5946258393043029,0.813629332976221,0.15479696507698149,0.7668339405122937
P0274,mixed_frequency,1,sum_sines,"{""amps"":[-0.10813269254286084,0.18815737743910388,0.19474230052592384],""freqs"":[0.4605471373019845,0.1751911126233182,0.39606647736279127],""phis"":[2.93298642015199,1.078470343760702,-1.768777842699483]}",0.6664849520040859,0.45247898533227543,0.8304351612347187,0.39103120037565026,0.6036770727120775
P0275,mixed_frequency,1,sum_sines,"{""amps"":[0.1671322130298426,-0.11101951494136103,-0.07915739901442903],""freqs"":[0.3109371143911667,0.2604796155067618,0.1730735385051289],""phis"":[0.04649955648797244,1.4098306041044708,-2.2287300997796256]}",0.35344965919767657,0.4608182879539,0.7133836316269035,0.49391883953508375,0.5801958680494812
P0276,mixed_frequency,1,sum_sines,"{""amps"":[-0.08338045067465621,0.02184145578369906,-0.17223842429607034],""freqs"":[0.29221814442627975,0.412146032612246,0.323362753833593],""phis"":[-2.9644270624325286,2.149210778440179,0.15830890874157344]}",0.57204284092674,0.5058303811260428,0.4132631458636655,0.6166134653824576,0.43425126660147423
P0277,mixed_frequency,1,sum_sines,"{""amps"":[0.12235954440395147,0.09936566714307221,-0.004894992098814666],""freqs"":[0.23291378548053931,0.409535824977287,0.15400941494775644],""phis"":[1.480232231736995,-0.16318934417015196,-1.8724953339701549]}",0.46433631417863747,0.6103884573865563,0.5942903928977326,0.2872459535945383,0.6813224182546447
P0278,mixed_frequency,1,sum_sines,"{""amps"":[0.05325508121478606,-0.20251805488991548,0.060149660845729425],""freqs"":[0.1514364666668145,0.057331525162832714,0.46686896457517624],""phis"":[-2.5441237155208345,1.091334149164207,-0.4542393652200367]}",0.39789439259535136,0.2639661027853969,0.2826705782488341,0.2254862807035784,0.29829739986517656
P0279,mixed_frequency,1,sum_sines,"{""amps"":[0.06328021728825034,-0.06321593608373172,-0.11920500298754816],""freqs"":[0.13238228054523013,0.2816029965366826,0.21233810558212673],""phis"":[-2.6113943836251936,-3.0378368959533733,-0.08063706055211739]}",0.5736217728138104,0.4841480984282325,0.3851879172179346,0.355546316330859,0.45224178202853027
P0280,mixed_frequency,1,sum_sines,"{""amps"":[-0.046171111060990255,-0.21483381297617904,0.0645988233648388],""freqs"":[0.3413280495429298,0.4519308246533864,0.20466495075062868],""phis"":[0.152753501013414,-0.7861029728492288,1.6265925428194903]}",0.4637385974849052,0.7094903675705908,0.28986561394514143,0.6995771560142698,0.48763067251845843
P0281,mixed_frequency,1,sum_sines,"{""amps"":[-0.1274428293684723,-0.127549213338284,-0.032440809261958414],""freqs"":[0.21417243395944302,0.42061599080186113,0.19444028274371605],""phis"":[2.5310467038591256,2.835436715353252,-2.8320329374247084]}",0.33183427170542,0.3983751107970373,0.709826251814655,0.5004882995941432,0.5701012749830773
P0282,mixed_frequency,1,sum_sines,"{""amps"":[-0.038635493476505245,-0.23687458721788174,0.15315498837397662],""freqs"":[0.46604876641318893,0.38696358452247603,0.26739602224774706],""phis"":[1.2242860716334754,-1.873404631873014,-2.8676443630290183]}",0.4719104304475341,0.6483387201371551,0.26527867100766267,0.5088420713045685,0.5623229858879404
P0283,mixed_frequency,1,sum_sines,"{""amps"":[0.23041821366836918,-0.010189760739718667,-0.1602933985195641],""freqs"":[0.4185499268415356,0.4034679594918229,0.34384566834742136],""phis"":[0.2441702033392823,-0.06616334070052243,2.847950633877522]}",0.24545821541020213,0.509982218586592,0.7078985297878103,0.22369571887133666,0.7666319644998695
P0284,mixed_frequency,1,sum_sines,"{""amps"":[-0.09291800333966477,0.054698393350733066,-0.09306038369253544],""freqs"":[0.4003245793199199,0.3459049839748496,0.30235004788450726],""phis"":[1.8755743520167023,-0.7796188268354629,-2.72517435777732]}",0.45251188511810037,0.4105525803396654,0.7103864957551437,0.34137982133107997,0.5391611189168729
P0285,mixed_frequency,1,sum_sines,"{""amps"":[0.22028030930181192,-0.2468389980465766,0.20757532962479808],""freqs"":[0.184028326317767,0.26088795753617144,0.14977701338718025],""phis"":[2.189682042284745,2.0072298669222484,1.2965907208972807]}",0.6726760325688589,0.6555428015057702,0.7377868260224334,0.48423468885522136,0.6887178293753018
P0286,mixed_frequency,1,sum_sines,"{""amps"":[0.03246122144573205,0.10577808836777619,0.2278738765951574],""freqs"":[0.43232780928899134,0.14482586583421608,0.08750274440155059],""phis"":[-1.9998210243607941,-0.9073225105907294,-2.810109610589206]}",0.47923373962802157,0.31298203362796373,0.34578371150450227,0.3487031326590727,0.2988924441998043
P0287,mixed_frequency,1,sum_sines,"{""amps"":[0.13752928903009187,-0.2393241696272424,-0.07285721344371687],""freqs"":[0.18585492364411849,0.2543581114083187,0.39228678547280477],""phis"":[0.33883747877867787,1.3934058491046253,-1.7889866846236653]}",0.3819488502034939,0.38127472748137314,0.5559048886512361,0.7994029202883486,0.4271356910831181
P0288,mixed_frequency,1,sum_sines,"{""amps"":[-0.09167169187146762,0.16288267751685975,-0.16863064174744158],""freqs"":[0.4342572151692936,0.059930386338863675,0.38150933382771757],""phis"":[0.8313643368759855,-0.6616752903994909,-0.42295121667721913]}",0.4998016754860784,0.4014017139872277,0.3363237476308978,0.6733062085308233,0.2645103235299279
P0289,mixed_frequency,1,sum_sines,"{""amps"":[-0.16145616329450152,-0.012903090051995636,0.018048392029168303],""freqs"":[0.4026950158683118,0.1426030452572915,0.4188493074003974],""phis"":[-0.3648643913569285,-0.5750691972480233,1.67573961050703]}",0.5374961310114712,0.5825782079852159,0.34559027886394633,0.6603378673990983,0.43919422396993496
P0290,mixed_frequency,1,sum_sines,"{""amps"":[-0.09884974859050205,-0.15812404477276337,0.11509540423148112],""freqs"":[0.06440041145046263,0.47983051532736964,0.15176212049290433],""phis"":[1.1665187299229398,1.9397695091145444,-0.5035934474375638]}",0.45650438534397314,0.20609456158196637,0.6047153768442834,0.3655654282255446,0.35253116173124965
P0291,mixed_frequency,1,sum_sines,"{""amps"":[0.09513048625839887,-0.02479587458848259,0.24261332239955613],""freqs"":[0.4452046596121705,0.11940967304040323,0.1502909532858781],""phis"":[1.0295762912883504,1.5363470850443708,-1.2264979842222723]}",0.18892666650444184,0.3283783907966886,0.35352405359284456,0.6783780103163735,0.3719201334216269
P0292,mixed_frequency,1,sum_sines,"{""amps"":[0.06562730317666904,-0.08088606437382623,-0.19094963994436687],""freqs"":[0.43995744983959767,0.45827623513801063,0.31409682690036567],""phis"":[-1.1841711326681763,0.24646761192132427,-3.027548766023203]}",0.403734988496887,0.44121175036069554,0.7303701069649343,0.3090870559188455,0.5405693019751132
P0293,mixed_frequency,1,sum_sines,"{""amps"":[-0.12752216943413364,-0.08401817019503255,-0.04137463424341631],""freqs"":[0.402474603804311,0.10495156276875472,0.17335948646544136],""phis"":[-2.097585920264147,2.899920586354404,1.7909037981758589]}",0.28037111071369625,0.5497492277847785,0.4700894983047416,0.5814366621371942,0.5848295787523584
P0294,mixed_frequency,1,sum_sines,"{""amps"":[-0.07533622726332873,0.09714544887986654,0.033377875602771834],""freqs"":[0.1352118271760498,0.10732690868962208,0.34551884849224174],""phis"":[2.5910546594755743,2.568538324009933,0.25739930210197093]}",0.4864322646864319,0.5217574108451509,0.534207569175646,0.4675361110140153,0.5409906345655865
P0295,mixed_frequency,1,sum_sines,"{""amps"":[-0.007977448309064494,-0.22098232518651972,0.0658295259829455],""freqs"":[0.27122102929368935,0.3590111048578338,0.32650531284664247],""phis"":[2.1983694602535584,-2.8390620895353296,2.691191681926173]}",0.3304923434474576,0.5880387223675523,0.561420007357673,0.31734569360385945,0.6740210161891979
P0296,mixed_frequency,1,sum_sines,"{""amps"":[-0.22877209699448442,-0.1691081472608414,0.16951933460849095],""freqs"":[0.10396839084887709,0.2784371668447458,0.10619184738036873],""phis"":[-1.6906519030469997,1.2930930810714694,-1.0743164615953802]}",0.5712139134513999,0.4154492764560993,0.6131533895471704,0.7979098607611856,0.43882666894757716
P0297,mixed_frequency,1,sum_sines,"{""amps"":[-0.2418387076061414,-0.144469461532928,0.06704007195507294],""freqs"":[0.17972419905332637,0.12251727308113526,0.1274261924137831],""phis"":[0.5356416076692816,-1.6393736678903894,-0.9468867076042824]}",0.6658787110023576,0.46628736497042417,0.3598441585449232,0.47284580349139593,0.4085314772238543
P0298,mixed_frequency,1,sum_sines,"{""amps"":[-0.09074062840442454,-0.13225132900389153,0.19129105311860217],""freqs"":[0.1288690499979503,0.08766570168943805,0.32902796559139597],""phis"":[-2.385648660288025,2.6739049913129156,2.3948935639329827]}",0.44407772079884456,0.6325525494534865,0.4163840164784595,0.6879165657613617,0.5515396754151357
P0299,mixed_frequency,1,sum_sines,"{""amps"":[-0.189837737916217,-0.24320797717053333,0.10358651428656446],""freqs"":[0.16231055049076776,0.15310248146550856,0.10517796974154396],""phis"":[1.7765823558649458,-0.5611212142964193,2.2805222902163225]}",0.7160580288918786,0.5221619503070122,0.3614663414171858,0.3345632946069105,0.45758380838567025
