triad,order0,order1,order2,lab31g_ms,lab32c_ms,k185_ms,lab31g_minus_lab32c_ms,lab32c_faster
316,K185,LAB31G,LAB32C,0.751104000,0.756800000,0.700064000,-0.005696000,0
317,K185,LAB32C,LAB31G,0.751744000,0.752672000,0.697120000,-0.000928000,0
318,LAB31G,LAB32C,K185,0.752000000,0.751360000,0.697152000,0.000640000,1
319,LAB31G,K185,LAB32C,0.751712000,0.753568000,0.696768000,-0.001856000,0
320,LAB32C,LAB31G,K185,0.751680000,0.749184000,0.694016000,0.002496000,1
321,LAB32C,K185,LAB31G,0.751904000,0.753856000,0.697184000,-0.001952000,0
322,K185,LAB31G,LAB32C,0.751072000,0.756768000,0.700032000,-0.005696000,0
323,K185,LAB32C,LAB31G,0.751712000,0.752640000,0.697088000,-0.000928000,0
324,LAB31G,LAB32C,K185,0.751968000,0.751328000,0.697120000,0.000640000,1
325,LAB31G,K185,LAB32C,0.751680000,0.753536000,0.696736000,-0.001856000,0
326,LAB32C,LAB31G,K185,0.751648000,0.749152000,0.693984000,0.002496000,1
327,LAB32C,K185,LAB31G,0.751872000,0.753824000,0.697152000,-0.001952000,0
328,K185,LAB31G,LAB32C,0.751040000,0.756736000,0.700000000,-0.005696000,0
329,K185,LAB32C,LAB31G,0.751680000,0.752608000,0.697056000,-0.000928000,0
330,LAB31G,LAB32C,K185,0.751936000,0.751296000,0.697088000,0.000640000,1
331,LAB31G,K185,LAB32C,0.751648000,0.753504000,0.696704000,-0.001856000,0
332,LAB32C,LAB31G,K185,0.751616000,0.749120000,0.693952000,0.002496000,1
333,LAB32C,K185,LAB31G,0.751840000,0.753792000,0.697120000,-0.001952000,0
334,K185,LAB31G,LAB32C,0.751008000,0.756704000,0.699968000,-0.005696000,0
335,K185,LAB32C,LAB31G,0.751648000,0.752576000,0.697024000,-0.000928000,0
336,LAB31G,LAB32C,K185,0.751904000,0.751264000,0.697056000,0.000640000,1
337,LAB31G,K185,LAB32C,0.751616000,0.753472000,0.696672000,-0.001856000,0
338,LAB32C,LAB31G,K185,0.751584000,0.749088000,0.693920000,0.002496000,1
339,LAB32C,K185,LAB31G,0.751808000,0.753760000,0.697088000,-0.001952000,0
340,K185,LAB31G,LAB32C,0.750976000,0.756672000,0.699936000,-0.005696000,0
341,K185,LAB32C,LAB31G,0.751616000,0.752544000,0.696992000,-0.000928000,0
342,LAB31G,LAB32C,K185,0.751872000,0.751232000,0.697024000,0.000640000,1
343,LAB31G,K185,LAB32C,0.751584000,0.753440000,0.696640000,-0.001856000,0
344,LAB32C,LAB31G,K185,0.751552000,0.749056000,0.693888000,0.002496000,1
345,LAB32C,K185,LAB31G,0.751776000,0.753728000,0.697056000,-0.001952000,0
346,K185,LAB31G,LAB32C,0.750944000,0.756640000,0.699904000,-0.005696000,0
347,K185,LAB32C,LAB31G,0.751584000,0.752512000,0.696960000,-0.000928000,0
348,LAB31G,LAB32C,K185,0.751840000,0.751200000,0.696992000,0.000640000,1
349,LAB31G,K185,LAB32C,0.751552000,0.753408000,0.696608000,-0.001856000,0
350,LAB32C,LAB31G,K185,0.751520000,0.749024000,0.693856000,0.002496000,1
351,LAB32C,K185,LAB31G,0.751744000,0.753696000,0.697024000,-0.001952000,0
352,K185,LAB31G,LAB32C,0.750912000,0.756608000,0.699872000,-0.005696000,0
353,K185,LAB32C,LAB31G,0.751552000,0.752480000,0.696928000,-0.000928000,0
354,LAB31G,LAB32C,K185,0.751808000,0.751168000,0.696960000,0.000640000,1
355,LAB31G,K185,LAB32C,0.751520000,0.753376000,0.696576000,-0.001856000,0
356,LAB32C,LAB31G,K185,0.751488000,0.748992000,0.693824000,0.002496000,1
357,LAB32C,K185,LAB31G,0.751712000,0.753664000,0.696992000,-0.001952000,0
358,K185,LAB31G,LAB32C,0.750880000,0.756576000,0.699840000,-0.005696000,0
359,K185,LAB32C,LAB31G,0.751520000,0.752448000,0.696896000,-0.000928000,0
360,LAB31G,LAB32C,K185,0.751776000,0.751136000,0.696928000,0.000640000,1
361,LAB31G,K185,LAB32C,0.751488000,0.753344000,0.696544000,-0.001856000,0
362,LAB32C,LAB31G,K185,0.751456000,0.748960000,0.693792000,0.002496000,1
363,LAB32C,K185,LAB31G,0.751680000,0.753632000,0.696960000,-0.001952000,0
364,K185,LAB31G,LAB32C,0.750848000,0.756544000,0.699808000,-0.005696000,0
365,K185,LAB32C,LAB31G,0.751488000,0.752416000,0.696864000,-0.000928000,0
366,LAB31G,LAB32C,K185,0.751744000,0.751104000,0.696896000,0.000640000,1
367,LAB31G,K185,LAB32C,0.751456000,0.753312000,0.696512000,-0.001856000,0
368,LAB32C,LAB31G,K185,0.751424000,0.748928000,0.693760000,0.002496000,1
369,LAB32C,K185,LAB31G,0.751648000,0.753600000,0.696928000,-0.001952000,0
370,K185,LAB31G,LAB32C,0.750816000,0.756512000,0.699776000,-0.005696000,0
371,K185,LAB32C,LAB31G,0.751456000,0.752384000,0.696832000,-0.000928000,0
372,LAB31G,LAB32C,K185,0.751712000,0.751072000,0.696864000,0.000640000,1
373,LAB31G,K185,LAB32C,0.751424000,0.753280000,0.696480000,-0.001856000,0
374,LAB32C,LAB31G,K185,0.751392000,0.748896000,0.693728000,0.002496000,1
375,LAB32C,K185,LAB31G,0.751616000,0.753568000,0.696896000,-0.001952000,0
376,K185,LAB31G,LAB32C,0.750784000,0.756480000,0.699744000,-0.005696000,0
377,K185,LAB32C,LAB31G,0.751424000,0.752352000,0.696800000,-0.000928000,0
378,LAB31G,LAB32C,K185,0.751680000,0.751040000,0.696832000,0.000640000,1
379,LAB31G,K185,LAB32C,0.751392000,0.753248000,0.696448000,-0.001856000,0
380,LAB32C,LAB31G,K185,0.751360000,0.748864000,0.693696000,0.002496000,1
381,LAB32C,K185,LAB31G,0.751584000,0.753536000,0.696864000,-0.001952000,0
382,K185,LAB31G,LAB32C,0.750752000,0.756448000,0.699712000,-0.005696000,0
383,K185,LAB32C,LAB31G,0.751392000,0.752320000,0.696768000,-0.000928000,0
384,LAB31G,LAB32C,K185,0.751648000,0.751008000,0.696800000,0.000640000,1
385,LAB31G,K185,LAB32C,0.751360000,0.753216000,0.696416000,-0.001856000,0
386,LAB32C,LAB31G,K185,0.751328000,0.748832000,0.693664000,0.002496000,1
387,LAB32C,K185,LAB31G,0.751552000,0.753504000,0.696832000,-0.001952000,0
388,K185,LAB31G,LAB32C,0.750720000,0.756416000,0.699680000,-0.005696000,0
389,K185,LAB32C,LAB31G,0.751360000,0.752288000,0.696736000,-0.000928000,0
390,LAB31G,LAB32C,K185,0.751616000,0.750976000,0.696768000,0.000640000,1
391,LAB31G,K185,LAB32C,0.751328000,0.753184000,0.696384000,-0.001856000,0
392,LAB32C,LAB31G,K185,0.751296000,0.748800000,0.693632000,0.002496000,1
393,LAB32C,K185,LAB31G,0.751520000,0.753472000,0.696800000,-0.001952000,0
394,K185,LAB31G,LAB32C,0.750688000,0.756384000,0.699648000,-0.005696000,0
395,K185,LAB32C,LAB31G,0.751328000,0.752256000,0.696704000,-0.000928000,0
396,LAB31G,LAB32C,K185,0.751584000,0.750944000,0.696736000,0.000640000,1
397,LAB31G,K185,LAB32C,0.751296000,0.753152000,0.696352000,-0.001856000,0
398,LAB32C,LAB31G,K185,0.751264000,0.748768000,0.693600000,0.002496000,1
399,LAB32C,K185,LAB31G,0.751488000,0.753440000,0.696768000,-0.001952000,0
400,K185,LAB31G,LAB32C,0.750656000,0.756352000,0.699616000,-0.005696000,0
401,K185,LAB32C,LAB31G,0.751296000,0.752224000,0.696672000,-0.000928000,0
402,LAB31G,LAB32C,K185,0.751552000,0.750912000,0.696704000,0.000640000,1
403,LAB31G,K185,LAB32C,0.751264000,0.753120000,0.696320000,-0.001856000,0
404,LAB32C,LAB31G,K185,0.751232000,0.748736000,0.693568000,0.002496000,1
405,LAB32C,K185,LAB31G,0.751456000,0.753408000,0.696736000,-0.001952000,0
406,K185,LAB31G,LAB32C,0.750624000,0.756320000,0.699584000,-0.005696000,0
407,K185,LAB32C,LAB31G,0.751264000,0.752192000,0.696640000,-0.000928000,0
408,LAB31G,LAB32C,K185,0.751520000,0.750880000,0.696672000,0.000640000,1
409,LAB31G,K185,LAB32C,0.751232000,0.753088000,0.696288000,-0.001856000,0
410,LAB32C,LAB31G,K185,0.751200000,0.748704000,0.693536000,0.002496000,1
411,LAB32C,K185,LAB31G,0.751424000,0.753376000,0.696704000,-0.001952000,0
412,K185,LAB31G,LAB32C,0.750592000,0.756288000,0.699552000,-0.005696000,0
413,K185,LAB32C,LAB31G,0.751232000,0.752160000,0.696608000,-0.000928000,0
414,LAB31G,LAB32C,K185,0.751488000,0.750848000,0.696640000,0.000640000,1
415,LAB31G,K185,LAB32C,0.751200000,0.753056000,0.696256000,-0.001856000,0
416,LAB32C,LAB31G,K185,0.751168000,0.748672000,0.693504000,0.002496000,1
417,LAB32C,K185,LAB31G,0.751392000,0.753344000,0.696672000,-0.001952000,0
418,K185,LAB31G,LAB32C,0.750560000,0.756256000,0.699520000,-0.005696000,0
419,K185,LAB32C,LAB31G,0.751200000,0.752128000,0.696576000,-0.000928000,0
420,LAB31G,LAB32C,K185,0.751456000,0.750816000,0.696608000,0.000640000,1
421,LAB31G,K185,LAB32C,0.751168000,0.753024000,0.696224000,-0.001856000,0
422,LAB32C,LAB31G,K185,0.751136000,0.748640000,0.693472000,0.002496000,1
423,LAB32C,K185,LAB31G,0.751360000,0.753312000,0.696640000,-0.001952000,0
424,K185,LAB31G,LAB32C,0.750528000,0.756224000,0.699488000,-0.005696000,0
425,K185,LAB32C,LAB31G,0.751168000,0.752096000,0.696544000,-0.000928000,0
426,LAB31G,LAB32C,K185,0.751424000,0.750784000,0.696576000,0.000640000,1
427,LAB31G,K185,LAB32C,0.751136000,0.752992000,0.696192000,-0.001856000,0
428,LAB32C,LAB31G,K185,0.751104000,0.748608000,0.693440000,0.002496000,1
429,LAB32C,K185,LAB31G,0.751328000,0.753280000,0.696608000,-0.001952000,0
430,K185,LAB31G,LAB32C,0.750496000,0.756192000,0.699456000,-0.005696000,0
431,K185,LAB32C,LAB31G,0.751136000,0.752064000,0.696512000,-0.000928000,0
432,LAB31G,LAB32C,K185,0.751392000,0.750752000,0.696544000,0.000640000,1
433,LAB31G,K185,LAB32C,0.751104000,0.752960000,0.696160000,-0.001856000,0
434,LAB32C,LAB31G,K185,0.751072000,0.748576000,0.693408000,0.002496000,1
435,LAB32C,K185,LAB31G,0.751296000,0.753248000,0.696576000,-0.001952000,0
436,K185,LAB31G,LAB32C,0.750464000,0.756160000,0.699424000,-0.005696000,0
437,K185,LAB32C,LAB31G,0.751104000,0.752032000,0.696480000,-0.000928000,0
438,LAB31G,LAB32C,K185,0.751360000,0.750720000,0.696512000,0.000640000,1
439,LAB31G,K185,LAB32C,0.751072000,0.752928000,0.696128000,-0.001856000,0
440,LAB32C,LAB31G,K185,0.751040000,0.748544000,0.693376000,0.002496000,1
441,LAB32C,K185,LAB31G,0.751264000,0.753216000,0.696544000,-0.001952000,0
442,K185,LAB31G,LAB32C,0.750432000,0.756128000,0.699392000,-0.005696000,0
443,K185,LAB32C,LAB31G,0.751072000,0.752000000,0.696448000,-0.000928000,0
444,LAB31G,LAB32C,K185,0.751328000,0.750688000,0.696480000,0.000640000,1
445,LAB31G,K185,LAB32C,0.751040000,0.752896000,0.696096000,-0.001856000,0
446,LAB32C,LAB31G,K185,0.751008000,0.748512000,0.693344000,0.002496000,1
447,LAB32C,K185,LAB31G,0.751232000,0.753184000,0.696512000,-0.001952000,0
448,K185,LAB31G,LAB32C,0.750400000,0.756096000,0.699360000,-0.005696000,0
449,K185,LAB32C,LAB31G,0.751040000,0.751968000,0.696416000,-0.000928000,0
450,LAB31G,LAB32C,K185,0.751296000,0.750656000,0.696448000,0.000640000,1
451,LAB31G,K185,LAB32C,0.751008000,0.752864000,0.696064000,-0.001856000,0
452,LAB32C,LAB31G,K185,0.750976000,0.748480000,0.693312000,0.002496000,1
453,LAB32C,K185,LAB31G,0.751200000,0.753152000,0.696480000,-0.001952000,0
454,K185,LAB31G,LAB32C,0.750368000,0.756064000,0.699328000,-0.005696000,0
455,K185,LAB32C,LAB31G,0.751008000,0.751936000,0.696384000,-0.000928000,0
456,LAB31G,LAB32C,K185,0.751264000,0.750624000,0.696416000,0.000640000,1
457,LAB31G,K185,LAB32C,0.750976000,0.752832000,0.696032000,-0.001856000,0
458,LAB32C,LAB31G,K185,0.750944000,0.748448000,0.693280000,0.002496000,1
459,LAB32C,K185,LAB31G,0.751168000,0.753120000,0.696448000,-0.001952000,0
460,K185,LAB31G,LAB32C,0.750336000,0.756032000,0.699296000,-0.005696000,0
461,K185,LAB32C,LAB31G,0.750976000,0.751904000,0.696352000,-0.000928000,0
462,LAB31G,LAB32C,K185,0.751232000,0.750592000,0.696384000,0.000640000,1
463,LAB31G,K185,LAB32C,0.750944000,0.752800000,0.696000000,-0.001856000,0
464,LAB32C,LAB31G,K185,0.750912000,0.748416000,0.693248000,0.002496000,1
465,LAB32C,K185,LAB31G,0.751136000,0.753088000,0.696416000,-0.001952000,0
466,K185,LAB31G,LAB32C,0.750304000,0.756000000,0.699264000,-0.005696000,0
467,K185,LAB32C,LAB31G,0.750944000,0.751872000,0.696320000,-0.000928000,0
468,LAB31G,LAB32C,K185,0.751200000,0.750560000,0.696352000,0.000640000,1
469,LAB31G,K185,LAB32C,0.750912000,0.752768000,0.695968000,-0.001856000,0
470,LAB32C,LAB31G,K185,0.750880000,0.748384000,0.693216000,0.002496000,1
471,LAB32C,K185,LAB31G,0.751104000,0.753056000,0.696384000,-0.001952000,0
472,K185,LAB31G,LAB32C,0.750272000,0.755968000,0.699232000,-0.005696000,0
473,K185,LAB32C,LAB31G,0.750912000,0.751840000,0.696288000,-0.000928000,0
474,LAB31G,LAB32C,K185,0.751168000,0.750528000,0.696320000,0.000640000,1
475,LAB31G,K185,LAB32C,0.750880000,0.752736000,0.695936000,-0.001856000,0
476,LAB32C,LAB31G,K185,0.750848000,0.748352000,0.693184000,0.002496000,1
477,LAB32C,K185,LAB31G,0.751072000,0.753024000,0.696352000,-0.001952000,0
478,K185,LAB31G,LAB32C,0.750240000,0.755936000,0.699200000,-0.005696000,0
479,K185,LAB32C,LAB31G,0.750880000,0.751808000,0.696256000,-0.000928000,0
480,LAB31G,LAB32C,K185,0.751136000,0.750496000,0.696288000,0.000640000,1
481,LAB31G,K185,LAB32C,0.750848000,0.752704000,0.695904000,-0.001856000,0
482,LAB32C,LAB31G,K185,0.750816000,0.748320000,0.693152000,0.002496000,1
483,LAB32C,K185,LAB31G,0.751040000,0.752992000,0.696320000,-0.001952000,0
484,K185,LAB31G,LAB32C,0.750208000,0.755904000,0.699168000,-0.005696000,0
485,K185,LAB32C,LAB31G,0.750848000,0.751776000,0.696224000,-0.000928000,0
486,LAB31G,LAB32C,K185,0.751104000,0.750464000,0.696256000,0.000640000,1
487,LAB31G,K185,LAB32C,0.750816000,0.752672000,0.695872000,-0.001856000,0
488,LAB32C,LAB31G,K185,0.750784000,0.748288000,0.693120000,0.002496000,1
489,LAB32C,K185,LAB31G,0.751008000,0.752960000,0.696288000,-0.001952000,0
490,K185,LAB31G,LAB32C,0.750176000,0.755872000,0.699136000,-0.005696000,0
491,K185,LAB32C,LAB31G,0.750816000,0.751744000,0.696192000,-0.000928000,0
492,LAB31G,LAB32C,K185,0.751072000,0.750432000,0.696224000,0.000640000,1
493,LAB31G,K185,LAB32C,0.750784000,0.752640000,0.695840000,-0.001856000,0
494,LAB32C,LAB31G,K185,0.750752000,0.748256000,0.693088000,0.002496000,1
495,LAB32C,K185,LAB31G,0.750976000,0.752928000,0.696256000,-0.001952000,0
496,K185,LAB31G,LAB32C,0.750144000,0.755840000,0.699104000,-0.005696000,0
497,K185,LAB32C,LAB31G,0.750784000,0.751712000,0.696160000,-0.000928000,0
498,LAB31G,LAB32C,K185,0.751040000,0.750400000,0.696192000,0.000640000,1
499,LAB31G,K185,LAB32C,0.750752000,0.752608000,0.695808000,-0.001856000,0
500,LAB32C,LAB31G,K185,0.750720000,0.748224000,0.693056000,0.002496000,1
501,LAB32C,K185,LAB31G,0.750944000,0.752896000,0.696224000,-0.001952000,0
502,K185,LAB31G,LAB32C,0.750112000,0.755808000,0.699072000,-0.005696000,0
503,K185,LAB32C,LAB31G,0.750752000,0.751680000,0.696128000,-0.000928000,0
504,LAB31G,LAB32C,K185,0.751008000,0.750368000,0.696160000,0.000640000,1
505,LAB31G,K185,LAB32C,0.750720000,0.752576000,0.695776000,-0.001856000,0
506,LAB32C,LAB31G,K185,0.750688000,0.748192000,0.693024000,0.002496000,1
507,LAB32C,K185,LAB31G,0.750912000,0.752864000,0.696192000,-0.001952000,0
508,K185,LAB31G,LAB32C,0.750080000,0.755776000,0.699040000,-0.005696000,0
509,K185,LAB32C,LAB31G,0.750720000,0.751648000,0.696096000,-0.000928000,0
510,LAB31G,LAB32C,K185,0.750976000,0.750336000,0.696128000,0.000640000,1
511,LAB31G,K185,LAB32C,0.750688000,0.752544000,0.695744000,-0.001856000,0
512,LAB32C,LAB31G,K185,0.750656000,0.748160000,0.692992000,0.002496000,1
513,LAB32C,K185,LAB31G,0.750880000,0.752832000,0.696160000,-0.001952000,0
514,K185,LAB31G,LAB32C,0.750048000,0.755744000,0.699008000,-0.005696000,0
515,K185,LAB32C,LAB31G,0.750688000,0.751616000,0.696064000,-0.000928000,0
516,LAB31G,LAB32C,K185,0.750944000,0.750304000,0.696096000,0.000640000,1
517,LAB31G,K185,LAB32C,0.750656000,0.752512000,0.695712000,-0.001856000,0
518,LAB32C,LAB31G,K185,0.750624000,0.748128000,0.692960000,0.002496000,1
519,LAB32C,K185,LAB31G,0.750848000,0.752800000,0.696128000,-0.001952000,0
520,K185,LAB31G,LAB32C,0.750016000,0.755712000,0.698976000,-0.005696000,0
521,K185,LAB32C,LAB31G,0.750656000,0.751584000,0.696032000,-0.000928000,0
522,LAB31G,LAB32C,K185,0.750912000,0.750272000,0.696064000,0.000640000,1
523,LAB31G,K185,LAB32C,0.750624000,0.752480000,0.695680000,-0.001856000,0
524,LAB32C,LAB31G,K185,0.750592000,0.748096000,0.692928000,0.002496000,1
525,LAB32C,K185,LAB31G,0.750816000,0.752768000,0.696096000,-0.001952000,0
526,K185,LAB31G,LAB32C,0.749984000,0.755680000,0.698944000,-0.005696000,0
527,K185,LAB32C,LAB31G,0.750624000,0.751552000,0.696000000,-0.000928000,0
528,LAB31G,LAB32C,K185,0.750880000,0.750240000,0.696032000,0.000640000,1
529,LAB31G,K185,LAB32C,0.750592000,0.752448000,0.695648000,-0.001856000,0
530,LAB32C,LAB31G,K185,0.750560000,0.748064000,0.692896000,0.002496000,1
531,LAB32C,K185,LAB31G,0.750784000,0.752736000,0.696064000,-0.001952000,0
532,K185,LAB31G,LAB32C,0.749952000,0.755648000,0.698912000,-0.005696000,0
533,K185,LAB32C,LAB31G,0.750592000,0.751520000,0.695968000,-0.000928000,0
534,LAB31G,LAB32C,K185,0.750848000,0.750208000,0.696000000,0.000640000,1
535,LAB31G,K185,LAB32C,0.750560000,0.752416000,0.695616000,-0.001856000,0
536,LAB32C,LAB31G,K185,0.750528000,0.748032000,0.692864000,0.002496000,1
537,LAB32C,K185,LAB31G,0.750752000,0.752704000,0.696032000,-0.001952000,0
538,K185,LAB31G,LAB32C,0.749920000,0.755616000,0.698880000,-0.005696000,0
539,K185,LAB32C,LAB31G,0.750560000,0.751488000,0.695936000,-0.000928000,0
540,LAB31G,LAB32C,K185,0.750816000,0.750176000,0.695968000,0.000640000,1
541,LAB31G,K185,LAB32C,0.750528000,0.752384000,0.695584000,-0.001856000,0
542,LAB32C,LAB31G,K185,0.750496000,0.748000000,0.692832000,0.002496000,1
543,LAB32C,K185,LAB31G,0.750720000,0.752672000,0.696000000,-0.001952000,0
544,K185,LAB31G,LAB32C,0.749888000,0.755584000,0.698848000,-0.005696000,0
545,K185,LAB32C,LAB31G,0.750528000,0.751456000,0.695904000,-0.000928000,0
546,LAB31G,LAB32C,K185,0.750784000,0.750144000,0.695936000,0.000640000,1
547,LAB31G,K185,LAB32C,0.750496000,0.752352000,0.695552000,-0.001856000,0
548,LAB32C,LAB31G,K185,0.750464000,0.747968000,0.692800000,0.002496000,1
549,LAB32C,K185,LAB31G,0.750688000,0.752640000,0.695968000,-0.001952000,0
550,K185,LAB31G,LAB32C,0.749856000,0.755552000,0.698816000,-0.005696000,0
551,K185,LAB32C,LAB31G,0.750496000,0.751424000,0.695872000,-0.000928000,0
552,LAB31G,LAB32C,K185,0.750752000,0.750112000,0.695904000,0.000640000,1
553,LAB31G,K185,LAB32C,0.750464000,0.752320000,0.695520000,-0.001856000,0
554,LAB32C,LAB31G,K185,0.750432000,0.747936000,0.692768000,0.002496000,1
555,LAB32C,K185,LAB31G,0.750656000,0.752608000,0.695936000,-0.001952000,0
556,K185,LAB31G,LAB32C,0.749824000,0.755520000,0.698784000,-0.005696000,0
557,K185,LAB32C,LAB31G,0.750464000,0.751392000,0.695840000,-0.000928000,0
558,LAB31G,LAB32C,K185,0.750720000,0.750080000,0.695872000,0.000640000,1
559,LAB31G,K185,LAB32C,0.750432000,0.752288000,0.695488000,-0.001856000,0
560,LAB32C,LAB31G,K185,0.750400000,0.747904000,0.692736000,0.002496000,1
561,LAB32C,K185,LAB31G,0.750624000,0.752576000,0.695904000,-0.001952000,0
562,K185,LAB31G,LAB32C,0.749792000,0.755488000,0.698752000,-0.005696000,0
563,K185,LAB32C,LAB31G,0.750432000,0.751360000,0.695808000,-0.000928000,0
564,LAB31G,LAB32C,K185,0.750688000,0.750048000,0.695840000,0.000640000,1
565,LAB31G,K185,LAB32C,0.750400000,0.752256000,0.695456000,-0.001856000,0
566,LAB32C,LAB31G,K185,0.750368000,0.747872000,0.692704000,0.002496000,1
567,LAB32C,K185,LAB31G,0.750592000,0.752544000,0.695872000,-0.001952000,0
568,K185,LAB31G,LAB32C,0.749760000,0.755456000,0.698720000,-0.005696000,0
569,K185,LAB32C,LAB31G,0.750400000,0.751328000,0.695776000,-0.000928000,0
570,LAB31G,LAB32C,K185,0.750656000,0.750016000,0.695808000,0.000640000,1
571,LAB31G,K185,LAB32C,0.750368000,0.752224000,0.695424000,-0.001856000,0
572,LAB32C,LAB31G,K185,0.750336000,0.747840000,0.692672000,0.002496000,1
573,LAB32C,K185,LAB31G,0.750560000,0.752512000,0.695840000,-0.001952000,0
574,K185,LAB31G,LAB32C,0.749728000,0.755424000,0.698688000,-0.005696000,0
575,K185,LAB32C,LAB31G,0.750368000,0.751296000,0.695744000,-0.000928000,0
576,LAB31G,LAB32C,K185,0.750624000,0.749984000,0.695776000,0.000640000,1
577,LAB31G,K185,LAB32C,0.750336000,0.752192000,0.695392000,-0.001856000,0
578,LAB32C,LAB31G,K185,0.750304000,0.747808000,0.692640000,0.002496000,1
579,LAB32C,K185,LAB31G,0.750528000,0.752480000,0.695808000,-0.001952000,0
580,K185,LAB31G,LAB32C,0.749696000,0.755392000,0.698656000,-0.005696000,0
581,K185,LAB32C,LAB31G,0.750336000,0.751264000,0.695712000,-0.000928000,0
582,LAB31G,LAB32C,K185,0.750592000,0.749952000,0.695744000,0.000640000,1
583,LAB31G,K185,LAB32C,0.750304000,0.752160000,0.695360000,-0.001856000,0
584,LAB32C,LAB31G,K185,0.750272000,0.747776000,0.692608000,0.002496000,1
585,LAB32C,K185,LAB31G,0.750496000,0.752448000,0.695776000,-0.001952000,0
586,K185,LAB31G,LAB32C,0.749664000,0.755360000,0.698624000,-0.005696000,0
587,K185,LAB32C,LAB31G,0.750304000,0.751232000,0.695680000,-0.000928000,0
588,LAB31G,LAB32C,K185,0.750560000,0.749920000,0.695712000,0.000640000,1
589,LAB31G,K185,LAB32C,0.750272000,0.752128000,0.695328000,-0.001856000,0
590,LAB32C,LAB31G,K185,0.750240000,0.747744000,0.692576000,0.002496000,1
591,LAB32C,K185,LAB31G,0.750464000,0.752416000,0.695744000,-0.001952000,0
592,K185,LAB31G,LAB32C,0.749632000,0.755328000,0.698592000,-0.005696000,0
593,K185,LAB32C,LAB31G,0.750272000,0.751200000,0.695648000,-0.000928000,0
594,LAB31G,LAB32C,K185,0.750528000,0.749888000,0.695680000,0.000640000,1
595,LAB31G,K185,LAB32C,0.750240000,0.752096000,0.695296000,-0.001856000,0
596,LAB32C,LAB31G,K185,0.750208000,0.747712000,0.692544000,0.002496000,1
597,LAB32C,K185,LAB31G,0.750432000,0.752384000,0.695712000,-0.001952000,0
598,K185,LAB31G,LAB32C,0.749600000,0.755296000,0.698560000,-0.005696000,0
599,K185,LAB32C,LAB31G,0.750240000,0.751168000,0.695616000,-0.000928000,0
